x,y1,y2,y3,y4,y42,y41,y11,y48
7.1,-13.438077,14.890244,7.2253356,0.0901426,-13.857727,14.564485,7.1,0.24950667
7.2,-14.088579,14.901099,6.9531007,0.23028904,-14.095824,14.796834,7.2,0.24141444
7.3,-13.981621,15.268236,6.8386426,0.31081653,-14.336961,15.025218,7.3,0.2236978
7.4,-14.816493,15.081034,6.9987493,0.2956616,-14.580727,15.249354,7.4,0.19706301
7.5,-15.078565,15.49476,7.926474,0.120362505,-14.826682,15.469,7.5,0.16257197
7.6,-15.183642,15.39252,7.5713964,0.2911111,-15.07437,15.68396,7.6,0.121599674
7.7,-15.010559,15.982945,8.072445,0.553409,-15.323313,15.894084,7.7,0.07577959
7.8,-15.761508,15.633608,7.99477,-0.30711728,-15.573022,16.099272,7.8,0.026938412
7.9,-15.499742,16.542248,8.078628,-0.4491541,-15.823001,16.29947,7.9,-0.022976713
8.0,-16.44094,16.228367,8.425793,0.14855391,-16.07275,16.494678,8.0,-0.07197583
8.1,-16.31458,16.75469,8.368008,0.19977486,-16.321772,16.684944,8.1,-0.11810549
8.2,-16.91506,17.342478,7.812209,0.17933775,-16.569578,16.870365,8.2,-0.15952668
8.3,-16.331766,17.182362,7.8358,-0.40672845,-16.81569,17.051086,8.3,-0.19458802
8.4,-16.742565,17.614395,8.697577,0.04541092,-17.059645,17.227299,8.4,-0.22189176
8.5,-17.527601,17.5743,8.645949,0.23374027,-17.301006,17.399244,8.5,-0.24034937
8.6,-17.189701,17.435818,8.227275,-0.44056815,-17.53936,17.567198,8.6,-0.24922502
8.7,-17.649586,17.357824,8.589682,0.14727634,-17.774323,17.731485,8.7,-0.24816485
8.8,-18.059519,17.399931,8.885794,-0.68456924,-18.005547,17.892458,8.8,-0.23721112
8.9,-18.275639,18.458288,8.521817,-0.3574315,-18.232718,18.05051,8.9,-0.21680054
9.0,-18.706236,18.137236,9.235469,-0.5341275,-18.455564,18.206059,9.0,-0.18774681
9.1,-18.741985,17.887392,9.441199,-0.086609,-18.67386,18.359549,9.1,-0.1512082
9.2,-18.48747,18.48476,9.627425,0.2953612,-18.887423,18.511444,9.2,-0.10864141
9.3,-19.533188,18.488611,9.733899,-0.14297304,-19.096113,18.662228,9.3,-0.061743416
9.4,-19.685434,19.105877,9.881403,0.26720044,-19.299847,18.812387,9.4,-0.01238391
9.5,-19.716051,18.470484,9.565915,0.12932031,-19.498587,18.962425,9.5,0.0374693
9.6,-19.526997,18.704845,9.773804,0.020657962,-19.692345,19.112837,9.6,0.08582873
9.7,-19.749565,19.675156,9.974682,0.12319272,-19.881182,19.26412,9.7,0.13076644
9.8,-19.789303,18.95006,10.090749,0.6318674,-20.065212,19.41676,9.8,0.1704909
9.9,-20.429346,19.314638,10.233524,0.45083612,-20.244596,19.571232,9.9,0.20341843
10.0,-20.911,19.517511,9.827649,0.1767603,-20.419537,19.72799,10.0,0.22823632
10.1,-20.869558,19.466124,10.108967,-0.010635532,-20.590284,19.887465,10.1,0.24395514
10.2,-20.27364,20.536623,10.216859,-0.15099001,-20.757133,20.050062,10.2,0.24994822
10.3,-21.240631,20.076725,9.859072,-0.13885684,-20.920414,20.216158,10.3,0.24597667
10.4,-21.416916,20.51084,10.044789,0.38799486,-21.080492,20.386087,10.4,0.2321988
10.5,-20.935947,20.486355,10.414769,0.30863875,-21.237768,20.560152,10.5,0.2091639
10.6,-21.49581,20.424261,10.128947,-0.034960505,-21.39267,20.738613,10.6,0.1777903
10.7,-21.416311,21.163866,10.758361,0.20620586,-21.545645,20.921682,10.7,0.13932876
10.8,-21.974514,20.844213,11.097915,-0.3612501,-21.697165,21.109531,10.8,0.095312625
10.9,-21.430248,20.830383,10.7432,0.41939595,-21.847715,21.302282,10.9,0.04749667
11.0,-21.527626,21.472301,10.563113,0.144698,-21.997787,21.500006,11.0,-0.0022128273
11.1,-21.940367,22.159431,11.227488,0.3527,-22.147882,21.702724,11.1,-0.051834106
11.2,-22.07723,21.922667,11.058918,0.11793793,-22.298498,21.910412,11.2,-0.09938892
11.3,-22.840202,21.921732,11.00758,-0.50128406,-22.450127,22.12299,11.3,-0.14298141
11.4,-22.218653,22.834936,11.410645,-0.63258076,-22.603254,22.340336,11.4,-0.18087369
11.5,-22.502756,22.55137,11.016854,0.089239635,-22.758348,22.562273,11.5,-0.21155511
11.6,-22.579548,23.245441,11.280111,-0.16724028,-22.915855,22.788586,11.6,-0.23380248
11.7,-23.059782,22.698883,11.4413,-0.7328322,-23.076202,23.019009,11.7,-0.24672888
11.8,-23.716648,23.52035,11.799036,-0.18357983,-23.239784,23.253237,11.8,-0.249819
11.9,-23.075888,23.180208,12.281216,-0.05841413,-23.406965,23.49093,11.9,-0.2429496
12.0,-23.161896,23.343134,12.41625,-0.521474,-23.578074,23.731714,12.0,-0.2263946
12.1,-23.939613,23.876675,12.135284,0.06566237,-23.753397,23.975176,12.1,-0.20081393
12.2,-23.50948,24.155764,12.219786,0.31796703,-23.933184,24.220886,12.2,-0.16722746
12.3,-24.46831,23.992142,11.977918,-0.36666742,-24.117634,24.468384,12.3,-0.12697415
12.4,-24.172283,24.966301,12.5943775,-0.0995046,-24.306904,24.717197,12.4,-0.08165878
12.5,-24.588163,24.602243,12.602649,0.22165512,-24.5011,24.966839,12.5,-0.03308794
12.6,-24.380707,25.066849,12.500277,0.08078157,-24.700283,25.216812,12.6,0.016802019
12.7,-24.640085,25.838152,12.775377,-0.002712101,-24.904457,25.466616,12.7,0.06602213
12.8,-24.918377,25.457916,13.007975,0.33547515,-25.113585,25.715755,12.8,0.11261015
12.9,-25.653263,26.339453,13.3239155,0.6295268,-25.32757,25.963737,12.9,0.15470876
13.0,-25.475664,25.96974,12.557071,0.19596756,-25.546276,26.210083,13.0,0.19063962
13.1,-25.731152,26.687407,12.819364,0.16886872,-25.769516,26.45433,13.1,0.21897027
13.2,-26.445644,26.884226,13.391185,0.4074397,-25.997059,26.696037,13.2,0.23857127
13.3,-25.773245,27.121273,13.403583,0.6342896,-26.228626,26.934784,13.3,0.24866119
13.4,-26.662289,27.60885,13.611903,0.2733398,-26.463903,27.170187,13.4,0.24883777
13.5,-26.31488,27.08055,13.560992,0.115751594,-26.70254,27.401892,13.5,0.23909399
13.6,-26.730398,27.209805,13.286281,0.69450223,-26.944147,27.629581,13.6,0.21981826
13.7,-26.951551,28.036856,13.9806385,0.038592655,-27.188313,27.852978,13.7,0.19177909
13.8,-27.55994,28.209953,13.462333,-0.19533904,-27.434593,28.071848,13.8,0.15609428
13.9,-27.542816,27.977867,13.92335,-0.33083144,-27.682526,28.286003,13.9,0.114186496
14.0,-28.183325,28.380262,14.200884,0.52278435,-27.931631,28.495304,14.0,0.06772645
14.1,-28.36217,28.53437,13.682309,0.2779828,-28.181421,28.699656,14.1,0.01856636
14.2,-28.4435,29.078094,14.072357,-0.5184432,-28.431396,28.899014,14.2,-0.031333905
14.3,-29.103132,28.656578,14.719331,-0.012678009,-28.681057,29.093386,14.3,-0.07998499
14.4,-28.714611,29.317383,14.285191,0.14329328,-28.929909,29.28283,14.4,-0.12544732
14.5,-29.12833,29.522078,14.16365,-0.4427087,-29.177462,29.467447,14.5,-0.16590847
14.6,-29.50127,29.904686,14.447229,0.23565806,-29.423243,29.647396,14.6,-0.19975537
14.7,-29.967949,29.378967,14.435399,0.13890387,-29.666792,29.822874,14.7,-0.22563866
14.8,-29.477427,29.555119,14.37681,-0.0513638,-29.907677,29.994125,14.8,-0.24252643
14.9,-30.60605,30.266047,14.512153,-0.63605857,-30.145487,30.16144,14.9,-0.24974546
15.0,-30.711563,30.776638,14.933819,-0.017378539,-30.379845,30.325144,15.0,-0.2470079
15.1,-30.9896,30.417633,15.202181,-0.6444124,-30.610407,30.485598,15.1,-0.23442294
15.2,-30.589972,31.044744,15.434094,-0.61055374,-30.836868,30.6432,15.2,-0.21249226
15.3,-31.550097,30.773102,15.345737,0.046751384,-31.058966,30.79837,15.3,-0.1820902
15.4,-31.410114,30.84187,15.141523,0.24156104,-31.276476,30.95156,15.4,-0.14442876
15.5,-31.62523,31.402412,15.601245,0.38331792,-31.489227,31.103233,15.5,-0.10100941
15.6,-31.826422,30.781027,15.810299,-0.018533107,-31.697088,31.253878,15.6,-0.053563137
15.7,-31.871979,31.813738,15.7822485,-0.28359264,-31.899984,31.403982,15.7,-0.0039814655
15.8,-32.446205,31.275963,16.134712,-0.14459434,-32.097885,31.554047,15.8,0.045758933
15.9,-31.817003,31.397425,16.305632,-0.014994396,-32.29081,31.70457,15.9,0.09367507
16.0,-32.16553,31.964392,15.7342005,0.30207548,-32.47883,31.856049,16.0,0.13785668
16.1,-33.091797,32.366974,16.226398,-0.12817435,-32.662067,32.008965,16.1,0.17654237
16.2,-32.75864,32.0974,16.197481,0.49302992,-32.840687,32.163788,16.2,0.20818987
16.3,-33.3836,32.31094,16.018347,0.15027055,-33.014904,32.320972,16.3,0.2315375
16.4,-32.85395,32.110725,16.11881,-0.009014632,-33.184975,32.480946,16.4,0.24565446
16.5,-33.72488,32.89137,16.294443,-0.24890815,-33.3512,32.644108,16.5,0.24997796
16.6,-33.040546,33.09206,16.670311,-0.044908676,-33.513912,32.810825,16.6,0.24433562
16.7,-33.912212,33.232594,16.931856,0.00037641198,-33.673492,32.98143,16.7,0.22895241
16.8,-34.196957,33.456802,16.938702,0.44506484,-33.830338,33.156216,16.8,0.20444156
16.9,-34.078842,33.565544,16.711296,-0.05908312,-33.984882,33.335438,16.9,0.17178029
17.0,-34.01081,33.17378,17.359114,0.39705846,-34.13758,33.519302,17.0,0.13227068
17.1,-33.99435,33.54916,17.36245,0.5538013,-34.288906,33.707966,17.1,0.08748784
17.2,-34.041656,34.388474,17.201963,-0.06311759,-34.43934,33.90155,17.2,0.039217148
17.3,-35.074993,34.02881,17.072886,-0.32723275,-34.589382,34.100113,17.3,-0.010617008
17.4,-34.57045,34.09418,17.747175,0.12828024,-34.73953,34.30367,17.4,-0.0600279
17.5,-34.705803,34.167114,17.326437,-0.39023623,-34.89028,34.512188,17.5,-0.107045665
17.6,-35.224064,35.182316,17.412506,-0.2622665,-35.04213,34.72558,17.6,-0.14979586
17.7,-34.986755,35.302673,17.304325,-0.19256805,-35.195553,34.94371,17.7,-0.18657418
17.8,-35.098423,34.771816,17.899784,0.17388253,-35.35102,35.166397,17.8,-0.21591435
17.9,-35.50925,35.256084,18.128908,-0.42895004,-35.508976,35.39342,17.9,-0.23664671
18.0,-35.71753,35.24046,18.064842,-0.74451023,-35.66984,35.624508,18.0,-0.24794471
18.1,-36.30088,35.37216,17.777355,0.059285138,-35.834003,35.859344,18.1,-0.24935794
18.2,-35.70437,36.271637,17.928528,0.23664534,-36.001823,36.097584,18.2,-0.24083005
18.3,-35.823513,36.65842,17.841272,-0.046279155,-36.173622,36.338844,18.3,-0.22270104
18.4,-36.21928,36.858837,18.478706,-0.31306252,-36.349678,36.582718,18.4,-0.19569363
18.5,-36.863266,37.24209,18.450386,-0.1776833,-36.53024,36.82876,18.5,-0.16088453
18.6,-36.87142,36.92814,18.791895,0.27050427,-36.71549,37.07651,18.6,-0.11966148
18.7,-37.039223,37.12106,18.277134,-0.27523434,-36.905582,37.3255,18.7,-0.0736679
18.8,-37.016827,37.18756,19.109936,0.28533506,-37.100613,37.575233,18.8,-0.024737414
18.9,-37.16287,38.20642,18.838673,-0.0317404,-37.300636,37.82521,18.9,0.025179274
19.0,-37.09927,38.15769,19.348995,-0.31859457,-37.50565,38.07494,19.0,0.07409214
19.1,-37.730392,38.427036,18.601482,-0.055123094,-37.7156,38.323917,19.1,0.1200512
19.2,-37.9205,38.863667,19.402145,-0.20462158,-37.93039,38.57166,19.2,0.16122419
19.3,-38.234627,38.604515,19.643005,0.015280819,-38.14987,38.817684,19.3,0.19596967
19.4,-38.26618,39.50271,19.512674,0.5121437,-38.373856,39.06153,19.4,0.22290246
19.5,-38.254158,39.661987,19.536741,0.69515765,-38.602093,39.30277,19.5,0.24094884
19.6,-39.106945,39.06788,19.840752,0.63842297,-38.83431,39.54098,19.6,0.24938935
19.7,-38.926495,40.211475,19.516634,0.109105,-39.070175,39.775787,19.7,0.24788749
19.8,-39.276672,40.03887,19.377943,0.18902482,-39.309338,40.006836,19.8,0.23650314
19.9,-39.724934,40.558865,19.630678,0.5138243,-39.551407,40.23382,19.9,0.21569017
